,TOPIC,CLASSIFICATION,GROUP,SUBGROUP,ESTIMATE,TIME_PERIOD,REVERSE_ESTIMATE
15153,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",89.1,2022,10.900000000000006
15154,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",88.9,2023,11.099999999999994
15155,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",90.0,2024,10.0
15156,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",85.7,2019,14.299999999999997
15157,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",86.3,2020,13.700000000000003
15158,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",85.8,2021,14.200000000000003
15159,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",86.4,2022,13.599999999999994
15160,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",85.5,2023,14.5
15161,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",87.0,2024,13.0
15162,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",89.8,2019,10.200000000000003
15163,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",90.5,2020,9.5
15164,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",90.1,2021,9.900000000000006
15165,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",89.8,2022,10.200000000000003
15166,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",89.8,2023,10.200000000000003
15167,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",90.9,2024,9.099999999999994
15168,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",88.2,2019,11.799999999999997
15169,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",88.7,2020,11.299999999999997
15170,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",87.2,2021,12.799999999999997
15171,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",88.0,2022,12.0
15172,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",86.7,2023,13.299999999999997
15173,Has a usual place of care among adults,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",87.8,2024,12.200000000000003
15174,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,91.1,2019,8.900000000000006
15175,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,91.2,2020,8.799999999999997
15176,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,91.4,2021,8.599999999999994
15177,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,90.9,2022,9.099999999999994
15178,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,90.7,2023,9.299999999999997
15179,Has a usual place of care among adults,Demographic Characteristic,Sex,Female,91.9,2024,8.099999999999994
15180,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,84.1,2019,15.900000000000006
15181,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,85.8,2020,14.200000000000003
15182,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,84.6,2021,15.400000000000006
15183,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,84.1,2022,15.900000000000006
15184,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,84.4,2023,15.599999999999994
15185,Has a usual place of care among adults,Demographic Characteristic,Sex,Male,85.1,2024,14.900000000000006
15186,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,82.3,2019,17.700000000000003
15187,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,79.1,2020,20.900000000000006
15188,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,76.3,2021,23.700000000000003
15189,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,84.2,2022,15.799999999999997
15190,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,83.6,2023,16.400000000000006
15191,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Bisexual,85.5,2024,14.5
15192,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,87.9,2019,12.099999999999994
15193,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,83.5,2020,16.5
15194,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,89.2,2021,10.799999999999997
15195,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,88.3,2022,11.700000000000003
15196,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,90.0,2023,10.0
15197,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Gay or Lesbian,88.3,2024,11.700000000000003
15198,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,88.0,2019,12.0
15199,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,89.0,2020,11.0
15200,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,88.5,2021,11.5
15201,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,88.0,2022,12.0
15202,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,87.9,2023,12.099999999999994
15203,Has a usual place of care among adults,Demographic Characteristic,Sexual orientation,Straight,88.8,2024,11.200000000000003
15204,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,92.4,2019,7.599999999999994
15205,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,92.9,2020,7.099999999999994
15206,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,92.7,2021,7.299999999999997
15207,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,92.0,2022,8.0
15208,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,92.5,2023,7.5
15209,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Veteran,93.0,2024,7.0
15210,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,87.5,2019,12.5
15211,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,88.3,2020,11.700000000000003
15212,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,87.7,2021,12.299999999999997
15213,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,87.5,2022,12.5
15214,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,87.4,2023,12.599999999999994
15215,Has a usual place of care among adults,Demographic Characteristic,Veteran status,Non-veteran,88.3,2024,11.700000000000003
15216,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,87.1,2019,12.900000000000006
15217,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,88.2,2020,11.799999999999997
15218,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,87.6,2021,12.400000000000006
15219,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,86.6,2022,13.400000000000006
15220,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,87.8,2023,12.200000000000003
15221,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Large MSA,88.0,2024,12.0
15222,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Small MSA,88.3,2019,11.700000000000003
15223,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Small MSA,88.9,2020,11.099999999999994
15224,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Small MSA,87.9,2021,12.099999999999994
15225,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Small MSA,88.1,2022,11.900000000000006
15226,Has a usual place of care among adults,Geographic Characteristic,Metropolitan statistical area,Small MSA,86.0,2023,14.0
